time,temperature_2m_mean (°C),cloud_cover_mean (%),rain_sum (mm),wind_gusts_10m_max (km/h)
8/10/2024,15.6,95,1.4,46.4
9/10/2024,14.9,100,1.5,34.9
10/10/2024,16.5,33,0,49
11/10/2024,18.3,53,0.5,34.6
12/10/2024,16.3,78,0.4,61.6
13/10/2024,16.2,66,0.9,39.2
14/10/2024,17,96,3.9,33.5
15/10/2024,15.9,74,2.1,42.1
16/10/2024,14.9,77,0,23
17/10/2024,16.1,42,0,37.4
18/10/2024,19.9,80,5.3,45.4
19/10/2024,19.1,57,5.9,39.2
20/10/2024,17.9,47,0,56.9
21/10/2024,16.8,64,0.8,60.1
22/10/2024,16.6,51,0,33.1
23/10/2024,18.7,59,0,35.3
24/10/2024,17.4,56,5.5,48.6
25/10/2024,15.6,33,0.8,60.1
26/10/2024,14.5,11,0,46.8
27/10/2024,17,53,0,36.7
28/10/2024,17.9,43,0.3,54
29/10/2024,18.3,53,0.2,41.8
30/10/2024,18.9,28,0,46.8
31/10/2024,19.1,78,1.2,40.7
1/11/2024,18.6,69,2.2,37.4
2/11/2024,18.2,85,1.5,42.5
3/11/2024,23.4,95,0,38.9
4/11/2024,19.5,86,5.1,52.9
5/11/2024,19.8,92,0.9,40.7
6/11/2024,21.5,65,0.1,38.5
7/11/2024,24.6,84,6,33.1
8/11/2024,21.8,8,0.6,38.9
9/11/2024,19.9,65,3.7,44.6
10/11/2024,20.6,72,1.2,62.3
11/11/2024,19.3,100,1.9,32
12/11/2024,19.4,73,0.8,32.4
13/11/2024,19.8,76,9.6,37.4
14/11/2024,18.8,67,1.9,50.4
15/11/2024,19,87,3.6,34.2
16/11/2024,20.4,88,0.4,60.1
17/11/2024,22.6,81,22.3,57.2
18/11/2024,20.9,62,6.1,40
19/11/2024,18.4,82,5,38.5
20/11/2024,19.2,26,1,46.8
21/11/2024,19.9,32,0.1,46.4
22/11/2024,20.6,15,0.1,50
23/11/2024,22.3,27,0,51.1
24/11/2024,22.8,75,0,52.6
25/11/2024,22.8,63,0,55.4
26/11/2024,24.6,43,0,44.3
27/11/2024,28,64,0.5,39.2
28/11/2024,25.7,99,2.5,30.6
29/11/2024,21.1,99,21,40.7
30/11/2024,21.8,100,22.7,50.8
1/12/2024,23.3,74,9.9,41
2/12/2024,24.4,20,0,54.7
3/12/2024,25.4,90,1.9,38.9
4/12/2024,22.2,54,0.2,42.8
5/12/2024,22.3,89,0.2,39.6
6/12/2024,24.1,58,0.2,36.4
7/12/2024,26.6,67,11.8,44.6
8/12/2024,22.5,63,2.1,50.4
9/12/2024,20.7,96,2.7,45.7
10/12/2024,21,61,0.3,60.8
11/12/2024,20.8,33,1.1,50.4
12/12/2024,22.4,4,0,40.3
13/12/2024,24.1,26,0,43.6
14/12/2024,23.5,44,0,39.6
15/12/2024,23.8,68,0.5,43.2
16/12/2024,24.7,32,0.4,56.5
17/12/2024,26.2,37,0,69.5
18/12/2024,20,75,18.9,70.2
19/12/2024,20.3,48,0.2,49.7
20/12/2024,20,13,0,40
21/12/2024,22,20,0.5,40
22/12/2024,22.3,64,0.2,52.2
23/12/2024,23.2,34,0,56.5
24/12/2024,20.1,6,0,57.2
25/12/2024,21.6,1,0,51.1
26/12/2024,22.8,13,0,62.6
27/12/2024,26.5,44,0.8,56.9
28/12/2024,21.6,34,0.9,48.2
29/12/2024,22.5,7,0,45.4
30/12/2024,22.7,42,0.3,42.8
31/12/2024,23.2,60,0,40.3
1/01/2025,24.5,23,0,48.6
2/01/2025,21.4,85,3,58
3/01/2025,21.1,65,2.9,38.9
4/01/2025,23.5,40,0,51.1
5/01/2025,25.1,25,0,45
6/01/2025,26.2,40,2.7,44.6
7/01/2025,20.5,98,16.5,57.2
8/01/2025,18.6,100,37.1,60.1
9/01/2025,20.6,78,7,47.5
10/01/2025,21,100,14.2,36.7
11/01/2025,21.6,99,15.1,40.7
12/01/2025,22.8,63,3,46.4
13/01/2025,23.7,62,0,42.5
14/01/2025,24.3,70,0.1,29.5
15/01/2025,24.8,70,3.1,49.3
16/01/2025,19.9,98,26.6,75.2
17/01/2025,19.4,99,5.2,97.2
18/01/2025,21.1,73,16.7,73.1
19/01/2025,19.5,68,2.7,54
20/01/2025,19.1,52,0,36
21/01/2025,20.1,47,0,37.4
22/01/2025,22.9,54,0.7,76
23/01/2025,21.2,83,0,45.7
24/01/2025,20.3,42,3.8,59.4
25/01/2025,20.8,54,0.2,47.2
26/01/2025,22.4,45,0.6,50
27/01/2025,25.9,47,0,49
28/01/2025,27.2,29,0.8,71.3
29/01/2025,21.6,81,12.2,44.6
30/01/2025,21.8,100,12.8,33.5
31/01/2025,22.2,76,1.5,44.6
